market,country,city,user_id,start_date,day_of_week,box_id,assembly_line,checks_error_category,checks_error_quantity,stations,checks_confirmed_skus_count,checks_error_sku,checks_error_sku_mealkit_number,checks_error_sku_name,total_number_of_boxs
DACH,DE,Verden,0192,2026-03-06,Friday,TZ36037452A,A04,wrong_item,2,null,0,Factor Liner Small 2,null,null,120
DACH,DE,Verden,0195,2026-03-08,Sunday,TZ36038856A,A04,null,null,null,0,null,null,null,120
DACH,DE,Verden,0195,2026-03-08,Sunday,TZ36038856A,A04,null,null,null,1,null,null,null,120
DACH,DE,Verden,0195,2026-03-08,Sunday,TZ36039395A,A04,null,null,null,0,null,null,null,120
DACH,DE,Verden,0192,2026-03-06,Friday,TZ36040655A,A04,null,null,null,0,null,null,null,120
DACH,DE,Verden,0192,2026-03-06,Friday,TZ36040655A,A04,null,null,null,0,null,null,null,120
DACH,DE,Verden,0148,2026-03-06,Friday,TK35975952A,A01,null,null,null,0,null,null,null,120
DACH,DE,Verden,0148,2026-03-06,Friday,TK35975952A,A01,null,null,null,0,null,null,null,120
DACH,DE,Verden,0148,2026-03-06,Friday,TK35977868A,A01,null,null,null,0,null,null,null,120
DACH,DE,Verden,0148,2026-03-06,Friday,TK35977868A,A01,null,null,null,0,null,null,null,120
DACH,DE,Verden,0148,2026-03-06,Friday,TK35977868A,A01,null,null,null,0,null,null,null,120
DACH,DE,Verden,0148,2026-03-06,Friday,TK35977868A,A01,null,null,null,0,null,null,null,120
DACH,DE,Verden,0148,2026-03-06,Friday,TK35978329A,A01,extra,1,11,4,CON-00-147814-2,null,FA-NO Laks og ostegratineret blomkålsris (FE0036),120
DACH,DE,Verden,0571,2026-03-06,Friday,TV35969313A,A05,null,null,null,0,null,null,null,120
DACH,DE,Verden,0571,2026-03-06,Friday,TV35969313A,A05,null,null,null,0,null,null,null,120
DACH,DE,Verden,0571,2026-03-06,Friday,TV35969321A,A05,extra,1,13,7,CON-00-149481-2,null,FA-NO Kylling med cremefraiche og purløg (FE0322),120
DACH,DE,Verden,0192,2026-03-06,Friday,TZ36037675A,A04,missing,2,8,6,CON-00-138996-2,null,FA-DE Cheddar Pulled Beef (FE4063),120
